gene_symbol,cell_type
RPL38,Endothelial
RPL9,Endothelial
RPS18,Endothelial
RPS19,Endothelial
RPS26,Endothelial
RPS6,Endothelial
RRP8,Endothelial
SBNO2,Endothelial
SCARB1,Endothelial
SCARF1,Endothelial
SCUBE2,Endothelial
SEMA7A,Endothelial
SERPINB9,Endothelial
SGMS1,Endothelial
SGPP2,Endothelial
SH2D3C,Endothelial
SH3D21,Endothelial
SH3GLB1,Endothelial
SHE,Endothelial
SHROOM1,Endothelial
SIGIRR,Endothelial
SIPA1L2,Endothelial
SLC16A1,Endothelial
SLC22A8,Endothelial
SLC25A24,Endothelial
SLC30A1,Endothelial
SLC35F2,Endothelial
SLC38A5,Endothelial
SLC3A2,Endothelial
SLC6A20,Endothelial
SLC6A6,Endothelial
SLC7A1,Endothelial
SLC7A5,Endothelial
SLCO5A1,Endothelial
SMAD1,Endothelial
SMC4,Endothelial
SMURF2,Endothelial
SNAI2,Endothelial
SOX17,Endothelial
SOX18,Endothelial
SOX4,Endothelial
SOX7,Endothelial
SP1,Endothelial
SPOCK2,Endothelial
SPTBN1,Endothelial
SRGAP1,Endothelial
ST6GALNAC2,Endothelial
ST8SIA4,Endothelial
STAP2,Endothelial
STARD4,Endothelial
STAT1,Endothelial
STK38,Endothelial
STRA6,Endothelial
STT3A,Endothelial
SVIL,Endothelial
TAP1,Endothelial
TAPBPL,Endothelial
TBC1D2,Endothelial
TCF3,Endothelial
TDRP,Endothelial
TEAD2,Endothelial
TEK,Endothelial
TES,Endothelial
TFRC,Endothelial
TIMELESS,Endothelial
TJP1,Endothelial
TMEM184B,Endothelial
TMEM252,Endothelial
TMEM88,Endothelial
TMOD3,Endothelial
TNFSF10,Endothelial
TPD52L1,Endothelial
TPK1,Endothelial
TSPAN18,Endothelial
TTC32,Endothelial
UNC45B,Endothelial
USHBP1,Endothelial
USP18,Endothelial
VEGFC,Endothelial
VGLL4,Endothelial
VSIG10,Endothelial
VWA1,Endothelial
ZAP70,Endothelial
ZFP69,Endothelial
ZIC3,Endothelial
C9orf16,S1 Pyramidal
KIAA1239,S1 Pyramidal
C2orf82,S1 Pyramidal
KIAA1107,S1 Pyramidal
ADCYAP1,S1 Pyramidal
ADRB1,S1 Pyramidal
AGBL4,S1 Pyramidal
AKAP6,S1 Pyramidal
ANKRD13D,S1 Pyramidal
APOA1,S1 Pyramidal
ARG2,S1 Pyramidal
ARHGAP15,S1 Pyramidal
ARHGAP20,S1 Pyramidal
ARHGAP32,S1 Pyramidal
ARL4D,S1 Pyramidal
ARPP19,S1 Pyramidal
ARPP21,S1 Pyramidal
ASAP1,S1 Pyramidal
ATP1A1,S1 Pyramidal
ATP2A2,S1 Pyramidal
ATP2B2,S1 Pyramidal
ATP6V1D,S1 Pyramidal
B4GALT2,S1 Pyramidal
BAI1,S1 Pyramidal
OVOS2,S1 Pyramidal
BSN,S1 Pyramidal
C2CD4C,S1 Pyramidal
KIAA1522,S1 Pyramidal
CACNA1A,S1 Pyramidal
CACNA1I,S1 Pyramidal
CACNB3,S1 Pyramidal
CADM3,S1 Pyramidal
CALML3,S1 Pyramidal
CAMK2N1,S1 Pyramidal
CAMKK2,S1 Pyramidal
CA10,S1 Pyramidal
CCKBR,S1 Pyramidal
CDH18,S1 Pyramidal
CHRM4,S1 Pyramidal
CISH,S1 Pyramidal
TMEM114,S1 Pyramidal
CMPK2,S1 Pyramidal
CNTNAP5,S1 Pyramidal
COBL,S1 Pyramidal
COL5A1,S1 Pyramidal
COL6A1,S1 Pyramidal
CORO2A,S1 Pyramidal
CPA2,S1 Pyramidal
CPNE9,S1 Pyramidal
CRHR1,S1 Pyramidal
CST6,S1 Pyramidal
CWH43,S1 Pyramidal
CYP26B1,S1 Pyramidal
KIAA1549L,S1 Pyramidal
DACT2,S1 Pyramidal
DKKL1,S1 Pyramidal
DOC2A,S1 Pyramidal
DOCK3,S1 Pyramidal
DTL,S1 Pyramidal
C17orf96,S1 Pyramidal
LOC101928991,S1 Pyramidal
E2F1,S1 Pyramidal
EMX1,S1 Pyramidal
EPHA8,S1 Pyramidal
ERC2,S1 Pyramidal
EVI5,S1 Pyramidal
EXPH5,S1 Pyramidal
FAM171A2,S1 Pyramidal
FAP,S1 Pyramidal
FBXL2,S1 Pyramidal
FHOD3,S1 Pyramidal
FNDC9,S1 Pyramidal
FRZB,S1 Pyramidal
FST,S1 Pyramidal
FSTL4,S1 Pyramidal
GABBR2,S1 Pyramidal
GALT,S1 Pyramidal
GDPD5,S1 Pyramidal
GFRA2,S1 Pyramidal
GOLGA7B,S1 Pyramidal
GP1BB,S1 Pyramidal
GPR133,S1 Pyramidal
GPR153,S1 Pyramidal
GPR26,S1 Pyramidal
GPR88,S1 Pyramidal
GRIK3,S1 Pyramidal
GRM2,S1 Pyramidal
GRM8,S1 Pyramidal
GSG1L,S1 Pyramidal
GTDC1,S1 Pyramidal
HBQ1,S1 Pyramidal
HKDC1,S1 Pyramidal
HS3ST2,S1 Pyramidal
HTR1F,S1 Pyramidal
HTR2A,S1 Pyramidal
IGSF21,S1 Pyramidal
IGSF9,S1 Pyramidal
IL12A,S1 Pyramidal
IL1RAPL1,S1 Pyramidal
IL1RAPL2,S1 Pyramidal
ILDR2,S1 Pyramidal
IPCEF1,S1 Pyramidal
ISLR2,S1 Pyramidal
KAZALD1,S1 Pyramidal
KCNH1,S1 Pyramidal
KCNH4,S1 Pyramidal
KCNH5,S1 Pyramidal
KCNH7,S1 Pyramidal
KCNJ11,S1 Pyramidal
KCNJ9,S1 Pyramidal
KCNK4,S1 Pyramidal
KCNS1,S1 Pyramidal
KCNT1,S1 Pyramidal
KCNT2,S1 Pyramidal
KIFC2,S1 Pyramidal
KLHDC8A,S1 Pyramidal
KLHL1,S1 Pyramidal
KLHL40,S1 Pyramidal
KRT12,S1 Pyramidal
KRT222,S1 Pyramidal
LARS2,S1 Pyramidal
LPCAT4,S1 Pyramidal
LRRK2,S1 Pyramidal
LSM11,S1 Pyramidal
MAPK11,S1 Pyramidal
MAPK12,S1 Pyramidal
MAT2B,S1 Pyramidal
MCTP1,S1 Pyramidal
MEDAG,S1 Pyramidal
MEF2C,S1 Pyramidal
MGAT4C,S1 Pyramidal
MGST3,S1 Pyramidal
MYH3,S1 Pyramidal
MYL4,S1 Pyramidal
MYRIP,S1 Pyramidal
NECAB3,S1 Pyramidal
NEGR1,S1 Pyramidal
NEU2,S1 Pyramidal
NKIRAS1,S1 Pyramidal
NKX3-1,S1 Pyramidal
NME1,S1 Pyramidal
NPNT,S1 Pyramidal
NTN5,S1 Pyramidal
NTSR1,S1 Pyramidal
NUMB,S1 Pyramidal
NXPH3,S1 Pyramidal
OCM,S1 Pyramidal
OPN3,S1 Pyramidal
OPRK1,S1 Pyramidal
OSBP2,S1 Pyramidal
OSBPL1A,S1 Pyramidal
OTUD3,S1 Pyramidal
OVOL2,S1 Pyramidal
PACS1,S1 Pyramidal
PAK1,S1 Pyramidal
PAK7,S1 Pyramidal
PCDH7,S1 Pyramidal
PCDHAC1,S1 Pyramidal
PCP4,S1 Pyramidal
PCSK5,S1 Pyramidal
PDE1B,S1 Pyramidal
PDE8B,S1 Pyramidal
PDZRN3,S1 Pyramidal
PFKP,S1 Pyramidal
PI4KA,S1 Pyramidal
PIP5K1C,S1 Pyramidal
PLK5,S1 Pyramidal
PNMA1,S1 Pyramidal
POU6F1,S1 Pyramidal
PPARG,S1 Pyramidal
PPM1L,S1 Pyramidal
PRDM8,S1 Pyramidal
PRKACB,S1 Pyramidal
PRKG2,S1 Pyramidal
PRRT2,S1 Pyramidal
PRRT3,S1 Pyramidal
PSMB10,S1 Pyramidal
PTPRK,S1 Pyramidal
R3HDM2,S1 Pyramidal
RANGAP1,S1 Pyramidal
RAP1GAP2,S1 Pyramidal
RASGEF1C,S1 Pyramidal
RPRM,S1 Pyramidal
RPS6KA3,S1 Pyramidal
RRAGD,S1 Pyramidal
RSPO1,S1 Pyramidal
RTL1,S1 Pyramidal
RXFP2,S1 Pyramidal
SAMD12,S1 Pyramidal
SCN4B,S1 Pyramidal
SCUBE1,S1 Pyramidal
SDK2,S1 Pyramidal
SEC16B,S1 Pyramidal
SEMA3A,S1 Pyramidal
SEMA5B,S1 Pyramidal
SHF,S1 Pyramidal
SKAP1,S1 Pyramidal
SLC16A11,S1 Pyramidal
SLC24A2,S1 Pyramidal
SLCO4C1,S1 Pyramidal
SLIT2,S1 Pyramidal
SOX5,S1 Pyramidal
SRPX2,S1 Pyramidal
SSTR2,S1 Pyramidal
ST3GAL5,S1 Pyramidal
STARD10,S1 Pyramidal
STAT4,S1 Pyramidal
STRBP,S1 Pyramidal
STX1A,S1 Pyramidal
SULT2B1,S1 Pyramidal
TBR1,S1 Pyramidal
TCAP,S1 Pyramidal
TEX40,S1 Pyramidal
TIAM2,S1 Pyramidal
TLE4,S1 Pyramidal
TMEM132A,S1 Pyramidal
TMEM132D,S1 Pyramidal
TMEM178A,S1 Pyramidal
TMEM215,S1 Pyramidal
TMEM40,S1 Pyramidal
TMEM74B,S1 Pyramidal
TNNC1,S1 Pyramidal
TPBG,S1 Pyramidal
TRHDE,S1 Pyramidal
TRHR,S1 Pyramidal
TSNAX,S1 Pyramidal
TSPAN11,S1 Pyramidal
TTL,S1 Pyramidal
TXNRD2,S1 Pyramidal
UCHL5,S1 Pyramidal
USMG5,S1 Pyramidal
VOPP1,S1 Pyramidal
VWA5B2,S1 Pyramidal
WISP1,S1 Pyramidal
WNT10A,S1 Pyramidal
ZNF367,S1 Pyramidal
AASS,Astrocyte
ABCB9,Astrocyte
ACADVL,Astrocyte
ACOT11,Astrocyte
ACSBG1,Astrocyte
ACSL3,Astrocyte
ACSL6,Astrocyte
ACSS1,Astrocyte
ACSS2,Astrocyte
ADCY2,Astrocyte
ADD3,Astrocyte
ADK,Astrocyte
AGL,Astrocyte
AGPAT3,Astrocyte
AGPAT5,Astrocyte
AHCYL1,Astrocyte
AIFM2,Astrocyte
AK3,Astrocyte
AKT2,Astrocyte
ALDH7A1,Astrocyte
ALDOC,Astrocyte
ALPK1,Astrocyte
AMER2,Astrocyte
AMPD3,Astrocyte
AMT,Astrocyte
ARHGEF10L,Astrocyte
ASPG,Astrocyte
ATL2,Astrocyte
ATOH8,Astrocyte
B3GALTL,Astrocyte
BAALC,Astrocyte
BMP7,Astrocyte
BMPR1A,Astrocyte
BMPR1B,Astrocyte
CAPN2,Astrocyte
CA5B,Astrocyte
CA8,Astrocyte
CBR3,Astrocyte
CECR2,Astrocyte
CHRDL1,Astrocyte
CHST11,Astrocyte
CHST2,Astrocyte
CKB,Astrocyte
CLDN10,Astrocyte
CLYBL,Astrocyte
CMBL,Astrocyte
"NAT8B",Astrocyte
CNTFR,Astrocyte
COL16A1,Astrocyte
CRY2,Astrocyte
CSPG5,Astrocyte
CTH,Astrocyte
CTNNBIP1,Astrocyte
CYP4F12,Astrocyte
CYP4V2,Astrocyte
CYP7B1,Astrocyte
KIAA1755,Astrocyte
DBX2,Astrocyte
DHRS4,Astrocyte
DHRS7,Astrocyte
DSCR3,Astrocyte
DTNA,Astrocyte
DTX1,Astrocyte
DZIP1L,Astrocyte
ELMO2,Astrocyte
ELOVL2,Astrocyte
EPB41L5,Astrocyte
EPHX2,Astrocyte
EXOC3L4,Astrocyte
EYA1,Astrocyte
FABP7,Astrocyte
FAM107A,Astrocyte
FAM161B,Astrocyte
FAM181A,Astrocyte
FAM184A,Astrocyte
FAM198A,Astrocyte
FAM213A,Astrocyte
FARP1,Astrocyte
FBRSL1,Astrocyte
FBXO2,Astrocyte
FGFBP3,Astrocyte
FHIT,Astrocyte
FMN2,Astrocyte
FREM2,Astrocyte
FRMPD1,Astrocyte
FZD10,Astrocyte
FZD8,Astrocyte
FZD9,Astrocyte
GABRG1,Astrocyte
GALNT4,Astrocyte
GFAP,Astrocyte
GLDC,Astrocyte
GLI2,Astrocyte
GLUD1,Astrocyte
GM2A,Astrocyte
GPAM,Astrocyte
GPC2,Astrocyte
GPC6,Astrocyte
GUCY2D,Astrocyte
GYS1,Astrocyte
HADHB,Astrocyte
HDAC8,Astrocyte
HEPH,Astrocyte
HEY1,Astrocyte
HIF3A,Astrocyte
HIST1H2BN,Astrocyte
HSD11B1,Astrocyte
HTRA1,Astrocyte
IGDCC4,Astrocyte
IL33,Astrocyte
ISOC2,Astrocyte
IVD,Astrocyte
KCNG4,Astrocyte
KIFC1,Astrocyte
L2HGDH,Astrocyte
LGI4,Astrocyte
LGR4,Astrocyte
LPCAT3,Astrocyte
LRIG1,Astrocyte
LRP10,Astrocyte
LRP4,Astrocyte
LRRC16A,Astrocyte
LRRC2,Astrocyte
LRRC8A,Astrocyte
LSAMP,Astrocyte
LUZP2,Astrocyte
LXN,Astrocyte
MAPKAPK3,Astrocyte
MARCH2,Astrocyte
MFAP3L,Astrocyte
MPV17L2,Astrocyte
"NADK2",Astrocyte
"NAT6",Astrocyte
"NAT8",Astrocyte
NCAN,Astrocyte
NCKAP5,Astrocyte
NPHS1,Astrocyte
NTSR2,Astrocyte
OAT,Astrocyte
PAG1,Astrocyte
PAQR7,Astrocyte
PAQR8,Astrocyte
PCDHGC3,Astrocyte
PCED1B,Astrocyte
PDGFRL,Astrocyte
PELI2,Astrocyte
PGM1,Astrocyte
POLR3H,Astrocyte
PPP1R14B,Astrocyte
PPP1R3D,Astrocyte
PPP1R3G,Astrocyte
PRKD1,Astrocyte
PROCA1,Astrocyte
PTPLB,Astrocyte
RAB34,Astrocyte
RANBP3L,Astrocyte
RASA2,Astrocyte
RB1,Astrocyte
RBM20,Astrocyte
RCN2,Astrocyte
RELT,Astrocyte
RGMA,Astrocyte
RGS20,Astrocyte
RLBP1,Astrocyte
RNF180,Astrocyte
ROM1,Astrocyte
SCARA3,Astrocyte
SDSL,Astrocyte
SESN3,Astrocyte
SKIDA1,Astrocyte
SLC12A9,Astrocyte
SLC13A3,Astrocyte
SLC18B1,Astrocyte
SLC1A4,Astrocyte
SLC25A20,Astrocyte
SLC25A33,Astrocyte
SLC26A6,Astrocyte
SLC27A1,Astrocyte
SLC30A10,Astrocyte
SLC36A2,Astrocyte
SLC46A1,Astrocyte
SLC6A11,Astrocyte
SLC7A11,Astrocyte
SLITRK2,Astrocyte
SNTA1,Astrocyte
SPIRE1,Astrocyte
SPRY2,Astrocyte
SPRY4,Astrocyte
SRC,Astrocyte
STARD6,Astrocyte
SYCP2,Astrocyte
TFCP2L1,Astrocyte
THBS4,Astrocyte
TM7SF2,Astrocyte
TMEM129,Astrocyte
TMEM136,Astrocyte
TMEM218,Astrocyte
TMIE,Astrocyte
TPRKB,Astrocyte
TRPS1,Astrocyte
TTYH1,Astrocyte
TXNDC5,Astrocyte
UBIAD1,Astrocyte
UGP2,Astrocyte
USP43,Astrocyte
USP51,Astrocyte
UTP14C,Astrocyte
WASF3,Astrocyte
XPR1,Astrocyte
ZDHHC18,Astrocyte
ZNF219,Astrocyte
ZNF687,Astrocyte
ZMPSTE24,Astrocyte
ZNRF3,Astrocyte
ACCS,Mural
ACTA2,Mural
ADAMTS15,Mural
ADAMTS16,Mural
ADAMTS8,Mural
ADAMTSL1,Mural
ADCY6,Mural
AMIGO2,Mural
ANO1,Mural
AOC3,Mural
ARGLU1,Mural
ARHGAP10,Mural
ARHGEF7,Mural
ARID3B,Mural
ASB2,Mural
BEND3,Mural
BGN,Mural
BMP5,Mural
C1QTNF7,Mural
C1R,Mural
C1S,Mural
CAPN15,Mural
CES5A,Mural
CNN1,Mural
COG7,Mural
COL18A1,Mural
CRIP1,Mural
CRISPLD2,Mural
CRTC3,Mural
CTNNA3,Mural
DES,Mural
DNAH8,Mural
DOK6,Mural
DSTN,Mural
EIF4E3,Mural
EMILIN1,Mural
EPHX3,Mural
ERRFI1,Mural
ESPL1,Mural
FGL2,Mural
FILIP1L,Mural
FLNA,Mural
FOXS1,Mural
FRK,Mural
FSTL1,Mural
FZD5,Mural
GBP6,Mural
C11orf96,Mural
GPR20,Mural
GUCD1,Mural
GUCY1B3,Mural
HSPB2,Mural
IL34,Mural
ITGA10,Mural
ITGA8,Mural
KCTD16,Mural
KIRREL,Mural
LDB3,Mural
LGALS8,Mural
LINGO4,Mural
LIPG,Mural
LMNA,Mural
LMOD1,Mural
MARVELD1,Mural
MELK,Mural
MND1,Mural
MOB2,Mural
MOXD1,Mural
MPRIP,Mural
MRVI1,Mural
MUSTN1,Mural
MYH11,Mural
MYL9,Mural
MYLK,Mural
MYOCD,Mural
MYOM1,Mural
"NAB1",Mural
NEXN,Mural
NRIP2,Mural
OBSCN,Mural
OR51E1,Mural
OR51E2,Mural
P2RX1,Mural
PALLD,Mural
PARP8,Mural
PASK,Mural
PDE3A,Mural
PDLIM1,Mural
PGF,Mural
PHTF2,Mural
PLA2R1,Mural
PLCE1,Mural
PLEC,Mural
PLIN4,Mural
POLM,Mural
PPP1R12A,Mural
PROX2,Mural
PTGES3L,Mural
RASL11A,Mural
RASL12,Mural
RCCD1,Mural
RCN3,Mural
ROCK1,Mural
ROR1,Mural
SAMD11,Mural
SAPCD2,Mural
SERPING1,Mural
SGCA,Mural
SH3PXD2A,Mural
SIX5,Mural
SLC19A1,Mural
SLC38A11,Mural
SLMAP,Mural
SMAD6,Mural
ST5,Mural
SUSD2,Mural
SUSD5,Mural
TAGLN,Mural
TGFB1I1,Mural
TGFB3,Mural
TMEM231,Mural
TNXB,Mural
TRABD2B,Mural
TRAF3IP2,Mural
TSHR,Mural
UBA2,Mural
VSTM4,Mural
DFNB31,Mural
WNT5B,Mural
WTIP,Mural
ZAK,Mural
ZBTB10,Mural
ZC2HC1A,Mural
